code,mark,id
ceramics,24,608
softdev,22,1523
bio,7,2704
greatbooks,78,164
ai,2,94
european cinema,69,335
orgo,93,1751
systems,35,53
european cinema,11,2374
greatbooks,28,1485
softdev,86,3242
greatbooks,69,1492
geometry,4,2603
orgo,68,2695
ceramics,77,1848
ethics,70,2470
orgo,6,2057
orgo,65,1695
european cinema,57,1141
geometry,80,2076
european cinema,65,2036
greatbooks,51,2605
european cinema,4,765
softdev,22,2849
orgo,24,277
european cinema,47,462
ethics,82,1607
bio,20,1110
ai,10,2402
ethics,27,552
european cinema,97,2732
systems,77,138
ethics,21,1713
ethics,49,1170
ceramics,91,302
ceramics,96,2382
bio,25,2540
ceramics,90,1466
geometry,20,1709
ceramics,42,1855
european cinema,3,85
ethics,24,508
systems,74,2032
ethics,55,2791
greatbooks,37,1828
european cinema,32,3090
bio,33,1036
bio,99,2046
systems,87,3053
orgo,73,2397
ai,78,1857
european cinema,56,2409
european cinema,78,1044
orgo,2,106
ethics,100,826
ai,47,3190
systems,85,2004
ethics,76,725
greatbooks,15,843
orgo,79,352
greatbooks,95,1528
geometry,49,1904
european cinema,83,848
geometry,41,3139
greatbooks,42,2229
ai,77,2600
geometry,74,1979
european cinema,57,2512
orgo,38,1033
geometry,75,2274
european cinema,5,1622
greatbooks,94,1989
ethics,20,2313
geometry,92,918
ceramics,93,1309
greatbooks,83,1905
ethics,51,1053
geometry,95,2556
ceramics,51,1914
geometry,1,3071
greatbooks,10,2958
greatbooks,88,1489
orgo,65,270
bio,25,2085
ai,100,250
bio,55,2715
greatbooks,49,266
ceramics,62,1398
geometry,40,2764
softdev,73,1917
ceramics,39,1801
ai,86,2473
ai,61,1125
systems,19,1334
ethics,24,1275
geometry,34,1089
ceramics,50,2185
ai,56,521
greatbooks,10,1804
systems,11,681
ai,83,592
ethics,72,652
orgo,14,576
orgo,9,1763
greatbooks,53,642
ai,61,1195
ceramics,63,2968
systems,51,2148
ai,44,1113
ceramics,61,474
systems,8,2069
ceramics,25,611
bio,16,851
european cinema,52,1927
greatbooks,9,2352
orgo,15,2617
ai,71,2451
softdev,3,613
ai,23,779
ceramics,72,324
geometry,47,2689
greatbooks,29,1808
orgo,46,2842
orgo,62,2542
orgo,64,1233
greatbooks,54,3218
softdev,42,153
greatbooks,42,278
ai,82,3148
orgo,76,2010
softdev,15,455
ai,44,1527
systems,34,3165
orgo,45,2333
ceramics,82,1160
orgo,88,807
european cinema,47,2227
softdev,15,1275
european cinema,55,2502
ethics,99,2590
greatbooks,63,946
bio,52,3227
ethics,63,1775
greatbooks,47,430
european cinema,96,3053
ai,37,2807
bio,57,1317
softdev,73,675
orgo,38,834
greatbooks,97,2855
european cinema,98,2625
european cinema,46,827
geometry,48,3254
ai,68,90
ethics,68,2634
systems,71,1578
ceramics,85,2239
systems,66,1448
greatbooks,80,194
orgo,37,2368
greatbooks,16,2107
greatbooks,13,1430
ai,27,482
ceramics,85,1847
bio,13,1873
bio,74,3165
ethics,74,2260
geometry,25,2176
greatbooks,42,2000
ai,98,1847
european cinema,0,2715
ethics,3,2697
greatbooks,57,2850
orgo,30,1023
bio,55,577
european cinema,13,1893
ceramics,10,1782
bio,83,2940
european cinema,18,2463
orgo,61,139
geometry,12,1508
ceramics,26,1168
softdev,18,2627
european cinema,81,2153
ceramics,14,728
geometry,47,223
softdev,52,2500
systems,61,7
ceramics,37,1028
orgo,56,2029
european cinema,86,426
ai,28,1932
european cinema,6,2574
ai,51,2977
orgo,100,1107
ai,54,209
orgo,37,548
softdev,96,116
greatbooks,0,2866
systems,57,598
ai,69,1633
greatbooks,50,891
european cinema,69,1070
ethics,2,222
greatbooks,48,2058
bio,82,3288
ethics,3,2743
bio,16,1769
ceramics,71,1252
softdev,50,1091
european cinema,32,101
geometry,78,744
ceramics,95,1073
softdev,65,2238
european cinema,37,2342
ai,28,1032
systems,41,150
softdev,95,705
ai,34,304
ceramics,98,2078
ai,74,1394
bio,28,1940
geometry,21,2206
ethics,65,2526
orgo,65,2812
european cinema,84,489
geometry,81,364
softdev,33,3132
systems,51,1435
ethics,40,3239
ethics,95,2013
bio,87,216
ai,7,864
european cinema,34,741
ai,31,2963
orgo,26,1277
bio,76,2532
geometry,23,2088
orgo,14,136
ethics,53,270
bio,94,2040
european cinema,26,2431
geometry,72,277
ethics,52,702
systems,79,1029
bio,87,2171
european cinema,21,3024
ceramics,94,1505
bio,18,882
ethics,11,2170
orgo,0,480
geometry,15,2153
greatbooks,30,1877
ethics,41,2708
ai,71,1215
ai,21,557
greatbooks,1,2928
ethics,14,742
ethics,96,245
systems,74,2753
ceramics,90,1153
ceramics,84,375
ceramics,70,2341
orgo,82,1346
systems,81,493
ai,76,2728
ethics,78,2296
ceramics,82,1419
european cinema,100,190
ethics,92,2025
bio,80,1862
systems,57,2840
bio,80,2472
greatbooks,75,639
systems,32,461
softdev,46,2340
geometry,45,1689
geometry,92,445
ai,0,1564
geometry,36,1717
ceramics,95,505
european cinema,99,12
ai,97,762
geometry,88,768
ethics,41,2565
systems,33,1988
ethics,4,2599
ceramics,1,3094
ethics,80,254
systems,91,1607
greatbooks,15,399
ethics,7,158
ceramics,28,293
ai,6,1381
systems,30,281
bio,17,3101
orgo,95,2341
ai,75,744
systems,19,3067
geometry,8,343
geometry,53,1427
bio,81,827
ai,23,2700
greatbooks,38,2450
softdev,29,3186
geometry,8,2050
greatbooks,3,958
ceramics,91,1733
bio,91,658
european cinema,62,392
european cinema,19,1418
systems,51,2419
softdev,87,1097
bio,50,968
ceramics,44,3185
ceramics,47,1628
european cinema,69,2907
greatbooks,50,3110
softdev,58,2060
bio,74,113
bio,97,592
bio,93,2944
geometry,17,1144
softdev,33,2139
ceramics,26,2187
greatbooks,95,223
geometry,100,6
geometry,72,3034
orgo,19,177
european cinema,69,3002
geometry,36,1229
greatbooks,89,1862
ceramics,70,545
bio,99,1012
geometry,10,1716
european cinema,26,2658
ai,9,817
ai,50,2369
ceramics,57,365
greatbooks,5,926
orgo,30,2396
geometry,23,2020
greatbooks,5,3069
greatbooks,3,1819
european cinema,45,1248
orgo,39,2435
ethics,32,2857
orgo,86,1511
ceramics,10,2763
systems,39,1836
orgo,18,2546
european cinema,91,2775
greatbooks,84,2171
european cinema,97,1691
ceramics,31,77
european cinema,7,2443
bio,100,1386
softdev,38,340
ai,7,5
geometry,14,1551
geometry,41,1128
ceramics,68,723
softdev,62,2391
ai,51,124
softdev,28,100
greatbooks,30,2349
geometry,62,2810
ai,60,430
geometry,23,1538
orgo,13,1619
ai,73,1682
ethics,19,3189
softdev,44,2562
softdev,44,1994
greatbooks,25,2595
european cinema,70,2412
orgo,46,2154
bio,12,2682
ai,96,297
geometry,15,810
orgo,50,1956
orgo,59,2559
european cinema,10,2953
systems,43,2927
ai,6,778
european cinema,5,551
orgo,23,1884
ai,8,1507
softdev,81,2850
systems,52,111
softdev,63,1372
european cinema,44,1060
bio,49,320
greatbooks,11,2611
bio,23,1625
ceramics,21,519
bio,14,2091
greatbooks,40,2168
european cinema,65,1613
geometry,4,2941
orgo,20,3228
ai,6,2015
geometry,40,2723
ceramics,85,1460
bio,85,626
bio,66,2076
orgo,32,1535
european cinema,12,2280
bio,73,163
ethics,53,2664
systems,1,136
orgo,98,572
ethics,26,179
ceramics,66,2273
systems,49,1874
greatbooks,18,2235
ceramics,11,1562
geometry,37,3079
systems,8,2115
greatbooks,28,55
ceramics,62,1602
greatbooks,34,330
european cinema,12,790
bio,15,2405
ethics,95,966
greatbooks,83,1064
geometry,10,2561
ethics,57,1892
ai,92,2716
ai,62,1043
greatbooks,61,1048
bio,48,2775
ai,96,2786
greatbooks,54,653
ceramics,79,1758
geometry,41,1352
orgo,30,2526
bio,82,2341
softdev,55,1335
european cinema,31,486
european cinema,22,474
softdev,82,1193
orgo,35,582
geometry,24,585
ai,8,3209
orgo,93,437
bio,69,868
systems,58,2219
ethics,21,1035
geometry,29,1844
softdev,34,981
ethics,62,3150
ethics,23,2034
ethics,63,1611
systems,96,2916
softdev,68,1840
ai,15,2392
softdev,75,977
bio,26,2375
bio,89,299
softdev,91,1060
european cinema,42,1670
european cinema,8,3065
ethics,20,374
bio,29,3237
orgo,66,3154
orgo,68,1046
ceramics,61,107
european cinema,92,970
softdev,70,1973
systems,13,1272
systems,30,45
ai,51,1805
orgo,60,2257
european cinema,27,1511
ai,10,1232
ai,13,1611
ai,40,3114
ethics,83,3169
european cinema,85,875
ceramics,56,1833
ethics,6,972
geometry,53,942
greatbooks,44,2771
bio,21,3044
ceramics,91,2413
bio,49,3241
ai,28,2348
european cinema,5,718
ethics,87,703
geometry,26,29
bio,28,2539
greatbooks,24,865
ai,30,1358
systems,21,1082
ethics,53,2761
ceramics,81,2279
orgo,73,3178
bio,57,2473
geometry,21,2193
ceramics,84,1497
softdev,22,3185
ethics,11,514
greatbooks,19,1662
european cinema,41,537
systems,22,2869
ai,15,1412
systems,93,3056
orgo,83,233
bio,68,2528
bio,4,821
greatbooks,86,733
european cinema,52,1077
geometry,89,596
ceramics,18,16
ceramics,88,2542
ai,10,1906
geometry,51,2751
bio,13,2625
ai,54,2618
bio,81,1063
ai,44,2512
softdev,87,793
geometry,53,1067
european cinema,69,3046
orgo,29,2122
bio,60,1918
ai,1,2462
european cinema,86,786
orgo,6,2150
ai,46,1806
systems,74,3291
geometry,69,1614
ethics,50,1909
ethics,6,932
ethics,99,1861
european cinema,48,1686
european cinema,8,2824
bio,47,177
bio,100,778
ceramics,66,664
ethics,60,1067
orgo,45,876
orgo,6,1386
geometry,54,1347
geometry,66,3131
european cinema,50,1886
orgo,93,567
ai,85,1825
orgo,43,1308
softdev,64,1622
ceramics,5,1363
softdev,94,519
orgo,62,1151
softdev,61,2
softdev,81,1067
ethics,41,267
softdev,29,2959
systems,71,2878
european cinema,46,2924
greatbooks,67,870
geometry,5,2062
geometry,45,2357
ceramics,56,512
ai,31,2689
softdev,82,3048
bio,82,252
ai,37,2601
ceramics,24,67
softdev,93,164
ethics,62,623
ethics,62,90
geometry,1,2331
greatbooks,40,2520
bio,45,962
ai,41,1688
ai,4,233
orgo,25,788
systems,82,2539
ethics,46,223
systems,7,2792
systems,100,897
orgo,59,267
ai,57,1981
ceramics,33,48
softdev,48,1493
softdev,8,2225
greatbooks,42,1543
ceramics,71,1145
european cinema,35,1760
softdev,14,3100
softdev,2,2099
european cinema,81,2585
systems,88,3266
ceramics,36,230
systems,97,2387
orgo,47,3284
orgo,45,1566
geometry,93,2091
ai,91,2793
systems,60,2930
european cinema,41,927
systems,75,1074
geometry,12,1539
european cinema,93,3198
ceramics,0,1113
bio,96,2776
greatbooks,63,2175
european cinema,95,1424
bio,1,1179
european cinema,15,1995
systems,43,258
orgo,73,1403
ai,8,670
softdev,35,3273
bio,13,860
geometry,86,2341
bio,40,1794
ethics,34,687
softdev,1,1056
european cinema,89,115
ceramics,40,2559
greatbooks,65,1432
greatbooks,4,2997
ai,73,2628
ai,31,970
softdev,95,1313
greatbooks,19,2871
systems,16,1999
geometry,68,1755
ethics,18,1118
greatbooks,99,1896
bio,62,2670
bio,77,2287
ceramics,24,2009
ai,54,3035
ai,91,2611
ai,34,537
ethics,98,2201
geometry,35,280
european cinema,27,2765
greatbooks,14,2678
ceramics,56,3279
european cinema,96,304
ceramics,97,887
systems,60,130
greatbooks,67,1227
bio,41,2163
softdev,4,2897
european cinema,23,1493
systems,56,3131
bio,68,1731
ceramics,18,946
ceramics,55,500
bio,48,1073
geometry,23,1863
softdev,83,3087
systems,38,2105
ethics,66,288
orgo,86,2501
orgo,91,573
ceramics,97,217
ai,15,2399
ethics,17,1087
greatbooks,94,5
systems,83,1308
greatbooks,37,2164
orgo,91,1146
orgo,51,299
greatbooks,95,169
bio,95,2115
orgo,89,729
ceramics,5,2196
softdev,18,133
ceramics,71,739
geometry,0,3066
systems,84,1015
ceramics,99,529
bio,100,852
softdev,30,486
softdev,37,2353
orgo,18,2829
softdev,75,1026
orgo,80,337
european cinema,72,3070
greatbooks,13,1354
european cinema,62,2976
ethics,95,1298
ceramics,55,173
orgo,68,393
european cinema,99,3097
ethics,74,2824
softdev,63,1810
systems,84,1392
ai,30,3227
greatbooks,20,3181
orgo,70,1442
systems,83,1595
systems,28,3240
european cinema,84,1693
ethics,2,2728
softdev,72,544
systems,62,839
ai,73,441
greatbooks,48,1335
geometry,30,1323
ethics,38,1000
geometry,82,3090
ceramics,7,2766
orgo,63,2329
ceramics,31,2800
ethics,75,481
orgo,94,2240
geometry,38,579
greatbooks,12,2477
european cinema,77,2196
ceramics,48,528
geometry,11,1781
ethics,47,1511
softdev,98,2919
ethics,68,11
european cinema,5,1874
orgo,18,2203
systems,34,2287
ethics,66,2408
ai,1,2926
geometry,59,1205
softdev,8,896
systems,71,2895
orgo,4,2120
orgo,79,14
bio,85,2504
greatbooks,48,2497
softdev,26,504
greatbooks,97,1305
european cinema,56,1230
ai,100,869
european cinema,15,1696
ceramics,3,431
geometry,81,2425
greatbooks,5,1428
orgo,87,2624
ceramics,79,350
ethics,2,2276
european cinema,90,1049
european cinema,43,782
ceramics,30,1491
greatbooks,59,1701
systems,41,3233
ethics,45,2446
geometry,42,1684
greatbooks,80,2442
ethics,65,509
bio,55,1915
geometry,48,3233
greatbooks,15,1429
geometry,37,2682
ceramics,75,455
ai,38,2548
systems,28,981
bio,62,983
orgo,90,1813
bio,20,1572
ethics,87,1428
ethics,10,2758
bio,59,2127
ai,21,659
softdev,95,427
european cinema,95,2396
geometry,56,403
greatbooks,71,807
ai,100,217
geometry,53,2008
ethics,94,59
ethics,31,1767
softdev,78,2731
geometry,23,2636
geometry,45,1181
greatbooks,6,550
greatbooks,46,2663
ethics,49,2074
geometry,6,792
geometry,89,2192
ethics,33,2300
ethics,37,454
geometry,18,523
bio,36,1384
softdev,26,405
systems,57,2279
greatbooks,62,1208
ethics,40,2734
geometry,37,1485
ceramics,41,2991
softdev,44,1385
softdev,5,1147
softdev,0,2352
geometry,73,1074
european cinema,70,1606
ceramics,63,3265
ai,68,3291
ceramics,73,2243
ceramics,52,1644
systems,10,1383
orgo,71,732
european cinema,74,2749
ai,55,2028
ethics,68,961
ceramics,35,428
ethics,60,767
ethics,20,1222
geometry,49,460
european cinema,78,1389
orgo,42,1251
orgo,82,949
ethics,18,601
geometry,11,956
softdev,83,531
softdev,28,2665
european cinema,76,141
geometry,97,612
ai,88,3080
systems,9,2117
systems,9,2649
softdev,89,1845
ceramics,100,3112
ethics,12,2938
bio,61,1126
systems,56,1404
ceramics,12,2568
systems,54,619
european cinema,84,104
ethics,80,63
greatbooks,41,1617
geometry,84,1456
european cinema,54,613
bio,24,2549
european cinema,39,143
softdev,33,645
ai,56,2515
ai,47,1658
geometry,61,937
ceramics,46,1698
ai,14,1975
greatbooks,62,2682
orgo,65,2757
geometry,42,567
greatbooks,24,1977
bio,44,1407
ai,99,1241
greatbooks,61,508
geometry,11,1171
ethics,15,300
orgo,51,1259
european cinema,87,1661
ai,96,2777
systems,84,2443
ethics,28,919
softdev,57,2275
ceramics,37,1468
geometry,97,3127
geometry,13,2179
systems,38,2644
orgo,68,441
european cinema,53,1587
european cinema,34,2346
softdev,32,2477
bio,88,2708
european cinema,100,2201
softdev,95,1316
softdev,12,703
european cinema,51,1252
ceramics,83,1710
ai,72,315
orgo,55,1793
systems,100,1026
greatbooks,15,1746
ai,99,2653
european cinema,45,818
ethics,48,1755
european cinema,44,647
greatbooks,98,2302
orgo,10,1417
european cinema,59,1754
systems,43,2682
european cinema,95,3260
european cinema,32,408
ethics,60,3221
geometry,21,2013
greatbooks,99,576
ai,74,1785
softdev,55,2381
geometry,74,2169
softdev,90,3294
orgo,75,1079
systems,8,781
bio,93,2366
systems,98,391
ceramics,66,2585
ai,100,558
ai,7,2379
bio,70,1281
european cinema,92,843
geometry,44,1986
systems,51,2581
geometry,37,435
softdev,14,3207
ceramics,49,79
ai,43,3038
greatbooks,59,2948
ai,44,1886
ceramics,88,149
ethics,35,3026
greatbooks,93,564
systems,81,1408
orgo,88,2403
european cinema,30,229
european cinema,32,2157
softdev,28,475
softdev,73,597
ai,96,1239
ai,22,1459
softdev,51,1886
bio,18,1988
softdev,98,1653
ai,51,494
ceramics,54,1818
geometry,44,1715
orgo,10,2590
ai,88,1627
bio,27,2463
ai,85,2189
softdev,35,1877
ethics,67,2308
greatbooks,34,589
ceramics,26,1906
ai,70,88
greatbooks,45,2429
bio,57,1906
systems,48,139
european cinema,96,1196
ethics,15,1997
softdev,92,1694
european cinema,36,2472
bio,84,596
ai,82,2198
ai,74,157
ai,42,2045
ceramics,3,381
greatbooks,82,15
ethics,77,2923
greatbooks,51,2004
ethics,45,354
systems,67,1177
geometry,58,1033
bio,80,1218
geometry,74,660
geometry,10,16
ethics,25,397
softdev,30,2329
ceramics,30,1726
systems,3,2823
ethics,3,1788
systems,42,1780
bio,53,3005
geometry,5,609
european cinema,31,3182
ai,0,807
ethics,20,2292
ethics,74,2715
geometry,64,1855
greatbooks,94,2852
ethics,50,2753
softdev,30,869
ethics,41,1656
bio,57,1854
bio,27,1114
ai,34,2748
systems,65,2990
orgo,1,1812
geometry,36,3281
bio,56,1340
geometry,12,1831
ai,14,341
systems,100,2618
systems,21,2162
greatbooks,87,2630
european cinema,30,2777
greatbooks,36,2517
orgo,72,1855
bio,21,1676
greatbooks,99,3101
systems,36,550
ai,43,1495
greatbooks,81,2685
european cinema,70,980
greatbooks,44,2213
bio,76,247
geometry,7,636
systems,38,141
european cinema,37,2916
ceramics,78,1854
greatbooks,83,1412
european cinema,16,603
ethics,75,2250
ethics,47,464
ai,70,1860
softdev,20,2137
ceramics,70,1865
orgo,78,3107
ceramics,59,1133
greatbooks,70,2449
softdev,90,1644
softdev,4,1597
systems,3,1665
softdev,56,905
european cinema,85,1131
systems,78,2292
geometry,74,954
systems,12,1951
ethics,76,1850
systems,83,2136
bio,87,2321
ceramics,88,606
european cinema,35,3059
ceramics,51,1239
european cinema,82,2415
bio,43,1454
european cinema,93,983
ethics,62,124
european cinema,34,2466
ethics,55,795
greatbooks,83,2554
ceramics,35,1075
ceramics,56,2302
bio,49,984
orgo,31,2650
softdev,8,98
geometry,57,1918
ceramics,0,596
systems,67,2325
geometry,98,2450
ceramics,45,2080
ethics,88,1546
european cinema,98,3072
softdev,10,600
bio,83,915
ceramics,81,1536
systems,45,389
bio,3,1271
greatbooks,62,1330
bio,81,668
geometry,6,2650
european cinema,29,1705
bio,87,1930
bio,37,796
greatbooks,7,2975
orgo,90,2824
geometry,14,1623
geometry,51,3006
ai,16,3127
bio,95,539
softdev,45,2821
ethics,25,1196
geometry,47,1789
ceramics,97,1793
greatbooks,61,875
bio,100,2998
ethics,97,2266
ai,74,2308
ai,26,3078
bio,12,1861
systems,61,3205
softdev,83,8
orgo,21,626
geometry,87,524
greatbooks,96,71
greatbooks,64,548
ai,15,1197
ceramics,72,2948
ethics,13,2455
softdev,24,2322
systems,51,1187
ethics,73,1595
ceramics,35,1325
bio,100,2048
ethics,76,1051
ai,62,2562
softdev,47,2182
bio,40,2628
ai,45,1317
ethics,94,1718
greatbooks,79,93
european cinema,25,324
ai,7,815
softdev,38,2822
systems,53,2646
greatbooks,86,955
geometry,60,200
orgo,76,1518
softdev,35,1531
ai,30,2376
orgo,10,1198
bio,13,3279
orgo,37,117
ceramics,95,3061
ethics,12,125
bio,91,2402
european cinema,68,313
ai,40,349
european cinema,78,2114
geometry,31,3126
bio,15,1338
ai,42,2904
softdev,59,1232
systems,93,2715
geometry,72,1281
geometry,52,1296
ceramics,24,2348
ai,7,3208
european cinema,49,1631
ceramics,20,1242
greatbooks,74,1486
ethics,77,1714
geometry,88,1679
ai,68,1477
orgo,15,1195
softdev,68,1577
ethics,8,3233
ceramics,50,14
geometry,64,473
orgo,98,1694
systems,50,1525
ai,90,1701
ethics,4,2750
european cinema,27,3191
bio,70,2854
geometry,99,707
softdev,24,2592
greatbooks,32,253
ethics,81,1708
ethics,13,1745
ai,17,684
ceramics,65,2713
ethics,41,2775
ceramics,19,2209
bio,15,733
softdev,61,2580
bio,34,1406
ceramics,16,1931
geometry,11,509
systems,31,654
bio,7,1287
european cinema,36,1158
greatbooks,56,2198
geometry,30,1676
ceramics,42,915
ai,97,657
european cinema,91,2676
greatbooks,29,1262
greatbooks,36,1415
greatbooks,35,1615
systems,2,1767
systems,64,2868
orgo,68,1093
softdev,97,1733
ethics,7,544
european cinema,62,2353
greatbooks,59,2674
ethics,74,1371
ceramics,11,207
orgo,49,3149
bio,55,1958
systems,61,3003
orgo,59,2540
greatbooks,22,290
bio,81,459
european cinema,61,2863
greatbooks,47,3061
orgo,71,643
ai,24,821
european cinema,36,2526
geometry,78,624
bio,64,1945
softdev,10,3247
greatbooks,19,2593
softdev,72,2814
softdev,6,418
european cinema,34,436
greatbooks,87,1707
ethics,98,3038
softdev,50,2323
greatbooks,68,54
ai,100,527
ai,1,1940
ethics,29,2423
systems,45,1757
geometry,97,3109
systems,70,885
geometry,35,2633
geometry,10,3160
bio,13,3083
ceramics,72,797
orgo,39,2302
orgo,48,1709
bio,98,63
ethics,15,120
european cinema,24,829
ethics,5,150
ai,87,1272
systems,90,2704
ceramics,52,2145
geometry,84,2685
ethics,54,318
orgo,59,3151
orgo,92,2658
european cinema,88,434
softdev,93,2307
european cinema,95,584
greatbooks,81,1933
systems,94,1722
systems,89,2591
greatbooks,74,764
softdev,94,2606
greatbooks,90,1695
ai,91,1347
ceramics,76,1473
ai,88,1266
greatbooks,100,1121
ceramics,51,1171
systems,18,563
bio,16,159
ceramics,58,176
geometry,5,1772
european cinema,77,362
european cinema,4,2249
european cinema,64,2646
greatbooks,64,3228
greatbooks,6,2377
ethics,92,1912
geometry,29,521
orgo,46,1312
ethics,89,2392
greatbooks,45,2389
bio,87,418
ethics,86,684
softdev,99,2927
ethics,97,1960
systems,12,20
ai,65,2861
ceramics,71,3145
european cinema,53,2626
softdev,12,1238
bio,27,70
ai,21,1189
ai,99,2244
greatbooks,12,713
ai,82,1842
ceramics,17,1528
systems,2,731
ethics,8,3111
systems,4,1934
orgo,83,1490
softdev,59,41
ceramics,92,761
geometry,27,3193
softdev,90,1228
softdev,49,834
greatbooks,42,3038
softdev,14,2314
greatbooks,12,1564
systems,22,1721
softdev,69,2776
orgo,42,3131
orgo,63,2103
orgo,29,905
systems,88,1879
systems,88,624
systems,83,641
softdev,90,704
ai,61,1225
bio,98,2967
european cinema,32,533
softdev,69,771
systems,99,1467
ethics,18,446
softdev,37,2146
softdev,92,955
bio,13,2432
greatbooks,70,2523
orgo,66,648
geometry,18,1949
softdev,58,2267
greatbooks,89,2764
geometry,13,2840
ceramics,47,2988
european cinema,81,2792
systems,27,3281
systems,2,2764
ceramics,95,1249
greatbooks,100,1001
european cinema,58,1463
bio,49,144
ceramics,5,2693
greatbooks,85,486
ethics,44,2622
softdev,66,3285
orgo,65,2911
orgo,31,587
ceramics,79,659
systems,58,663
bio,27,1720
geometry,11,2475
orgo,72,2820
greatbooks,10,737
geometry,94,1509
european cinema,20,261
geometry,13,3014
softdev,3,617
european cinema,79,3204
greatbooks,13,2493
geometry,8,2276
orgo,42,2276
ceramics,53,2725
softdev,89,2497
systems,83,1817
softdev,7,1608
ai,40,2413
greatbooks,85,1437
european cinema,37,319
geometry,47,292
softdev,47,83
greatbooks,61,133
bio,74,1530
greatbooks,11,2397
ai,16,723
bio,78,1601
softdev,62,1145
ethics,55,2140
greatbooks,96,3021
orgo,52,2934
geometry,85,2109
european cinema,62,1000
systems,22,2030
geometry,91,3008
european cinema,38,2393
ai,32,784
european cinema,30,1969
ethics,64,1762
ceramics,91,3143
ai,0,925
ai,53,1306
orgo,38,1562
softdev,35,2335
geometry,71,945
systems,81,2493
softdev,56,1641
systems,72,3138
softdev,9,3
geometry,18,2631
systems,42,533
greatbooks,7,2444
ceramics,31,1007
greatbooks,34,1823
ceramics,58,139
orgo,20,1781
ai,85,1355
bio,55,2189
softdev,99,2014
systems,90,1182
bio,19,629
geometry,29,3208
bio,18,2172
bio,74,771
ai,72,856
orgo,97,274
geometry,61,1845
bio,26,3001
geometry,62,3074
ceramics,65,2322
european cinema,49,2373
orgo,1,2465
geometry,77,1533
softdev,62,66
softdev,58,3027
greatbooks,38,2909
greatbooks,75,9
ai,0,761
ethics,21,1703
ai,38,2280
bio,93,317
greatbooks,47,2165
geometry,6,968
ceramics,76,735
systems,62,1329
orgo,93,338
european cinema,9,2947
systems,41,2883
ethics,13,2299
geometry,97,594
geometry,59,2337
european cinema,19,354
bio,96,2134
greatbooks,62,292
geometry,0,340
ceramics,65,1553
systems,91,232
systems,38,3258
softdev,14,1757
ceramics,9,1727
ethics,70,842
greatbooks,63,1796
geometry,71,1633
geometry,37,1970
orgo,79,2764
ethics,27,1518
ethics,31,3009
systems,63,2400
bio,21,1615
orgo,78,880
bio,53,1367
greatbooks,35,1699
bio,84,1883
ethics,0,228
ethics,21,328
ethics,34,2523
softdev,79,2985
geometry,45,1858
ai,19,3110
european cinema,85,1817
ai,28,1580
european cinema,93,2885
bio,99,1162
softdev,54,2561
ceramics,43,134
ethics,62,1328
geometry,72,951
softdev,27,237
european cinema,91,1306
softdev,43,350
softdev,6,1704
european cinema,98,124
ceramics,86,3161
geometry,71,1960
systems,78,2271
orgo,38,1443
geometry,96,869
softdev,97,610
ceramics,66,604
greatbooks,99,2862
geometry,17,1825
orgo,4,697
systems,52,1010
softdev,11,2296
systems,78,1510
ai,90,2985
ceramics,29,332
bio,90,2564
systems,14,1075
european cinema,51,907
geometry,75,306
ethics,83,38
geometry,53,2514
ethics,21,2763
ethics,56,797
greatbooks,48,3208
orgo,22,941
ceramics,79,1551
softdev,1,400
softdev,99,570
greatbooks,96,141
greatbooks,28,44
ai,60,2081
ai,17,1883
greatbooks,60,2507
european cinema,20,37
ethics,21,1695
ai,91,2322
systems,81,2330
orgo,71,813
geometry,14,1730
orgo,12,443
bio,92,1197
greatbooks,13,2869
orgo,100,1927
ai,35,149
geometry,61,1647
greatbooks,36,1467
greatbooks,33,1880
systems,17,1097
softdev,49,227
systems,22,1738
european cinema,89,1187
ethics,52,260
ceramics,37,371
geometry,15,1019
geometry,79,829
ai,46,465
ethics,54,2057
softdev,13,1325
ceramics,28,3103
softdev,50,566
bio,66,1362
ethics,4,2841
ceramics,81,864
ai,34,2016
bio,67,790
greatbooks,84,1806
systems,53,3152
ceramics,83,2869
bio,49,1394
bio,80,1467
orgo,68,1170
greatbooks,34,2340
ai,77,400
geometry,17,1601
ethics,69,3269
geometry,49,690
bio,85,1744
bio,24,2974
bio,97,2082
softdev,74,2232
softdev,17,3204
softdev,28,1393
softdev,67,2236
bio,53,2910
systems,38,260
ai,53,2854
european cinema,83,3282
bio,95,2257
softdev,21,2361
ai,80,2237
softdev,11,568
orgo,55,1896
ceramics,28,603
ethics,30,2424
ceramics,16,1888
european cinema,13,1429
geometry,5,247
geometry,1,1866
ceramics,13,1532
european cinema,11,2051
softdev,17,2761
ethics,49,917
ceramics,37,1701
ethics,39,2773
geometry,81,2396
geometry,16,2490
systems,10,418
softdev,93,2939
greatbooks,95,2937
european cinema,93,2459
softdev,47,1565
orgo,55,2582
ethics,51,2924
orgo,38,3234
softdev,44,2618
systems,22,2142
european cinema,61,3216
ethics,92,1883
softdev,20,287
ethics,4,2542
european cinema,78,834
ethics,29,2782
softdev,11,1534
ethics,6,1288
softdev,36,1008
european cinema,38,805
orgo,93,2562
systems,13,1641
ethics,26,2607
greatbooks,94,1686
orgo,25,1797
european cinema,70,2095
geometry,98,2423
european cinema,93,1112
geometry,97,1559
geometry,56,684
softdev,91,208
systems,72,842
ethics,92,2440
european cinema,7,1676
greatbooks,85,1495
greatbooks,68,2073
bio,81,2875
ethics,45,1286
